"list_id","child_id","wishes","submitted_date"
722,96,"{""colors"":[""Green"",""Green"",""Brown"",""White""],""first_choice"":""Hula hoops"",""second_choice"":""Toy kitchen sets""}",2024-02-04 00:00:00.000
723,997,"{""colors"":[""White"",""Red"",""Orange"",""Black""],""first_choice"":""Play-Doh"",""second_choice"":""Stuffed animals""}",2024-04-16 00:00:00.000
724,144,"{""colors"":[""Yellow"",""White"",""Blue""],""first_choice"":""Dollhouses"",""second_choice"":""Barbie dolls""}",2024-03-19 00:00:00.000
725,96,"{""colors"":[""Pink"",""Green"",""White"",""Yellow""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Board games""}",2024-12-13 00:00:00.000
726,617,"{""colors"":[""Black"",""Red"",""Blue""],""first_choice"":""Board games"",""second_choice"":""Play-Doh""}",2024-10-27 00:00:00.000
727,148,"{""colors"":[""Red"",""Green"",""Orange""],""first_choice"":""Toy musical instruments"",""second_choice"":""Jigsaw puzzles""}",2024-09-07 00:00:00.000
728,405,"{""colors"":[""Black"",""Black"",""Yellow"",""Brown"",""Red""],""first_choice"":""Dollhouses"",""second_choice"":""Building blocks""}",2024-03-20 00:00:00.000
729,583,"{""colors"":[""White"",""Yellow""],""first_choice"":""Action figures"",""second_choice"":""Jigsaw puzzles""}",2024-01-01 00:00:00.000
730,664,"{""colors"":[""Black""],""first_choice"":""Dollhouses"",""second_choice"":""Toy kitchen sets""}",2024-01-04 00:00:00.000
731,925,"{""colors"":[""White""],""first_choice"":""Toy trains"",""second_choice"":""Action figures""}",2024-03-29 00:00:00.000
732,254,"{""colors"":[""Brown""],""first_choice"":""Building blocks"",""second_choice"":""Building blocks""}",2024-08-23 00:00:00.000
733,318,"{""colors"":[""White"",""Purple"",""Black"",""Blue""],""first_choice"":""Building sets"",""second_choice"":""Board games""}",2024-12-18 00:00:00.000
734,344,"{""colors"":[""White""],""first_choice"":""Action figures"",""second_choice"":""Barbie dolls""}",2024-11-21 00:00:00.000
735,209,"{""colors"":[""White"",""Purple"",""Black""],""first_choice"":""Rubiks cubes"",""second_choice"":""Toy kitchen sets""}",2024-03-04 00:00:00.000
736,337,"{""colors"":[""Blue"",""Black"",""Purple"",""Blue""],""first_choice"":""Building sets"",""second_choice"":""Building sets""}",2024-08-30 00:00:00.000
737,962,"{""colors"":[""Pink"",""White"",""Yellow""],""first_choice"":""Rubiks cubes"",""second_choice"":""LEGO blocks""}",2024-12-04 00:00:00.000
738,52,"{""colors"":[""Brown""],""first_choice"":""Hula hoops"",""second_choice"":""Remote control cars""}",2024-09-24 00:00:00.000
739,651,"{""colors"":[""Yellow"",""Red""],""first_choice"":""Hula hoops"",""second_choice"":""Dollhouses""}",2024-08-30 00:00:00.000
740,2,"{""colors"":[""Pink"",""Red"",""Blue""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Building sets""}",2024-07-20 00:00:00.000
741,563,"{""colors"":[""Orange"",""White""],""first_choice"":""Dollhouses"",""second_choice"":""Play-Doh""}",2024-04-18 00:00:00.000
742,990,"{""colors"":[""Brown"",""Green""],""first_choice"":""Action figures"",""second_choice"":""Board games""}",2024-09-08 00:00:00.000
743,469,"{""colors"":[""Green""],""first_choice"":""Jump ropes"",""second_choice"":""Dollhouses""}",2024-09-12 00:00:00.000
744,563,"{""colors"":[""Black"",""White"",""Pink"",""Blue"",""White""],""first_choice"":""Hula hoops"",""second_choice"":""Action figures""}",2024-12-04 00:00:00.000
745,42,"{""colors"":[""Yellow"",""Black"",""White""],""first_choice"":""Play-Doh"",""second_choice"":""Barbie dolls""}",2024-02-19 00:00:00.000
746,289,"{""colors"":[""Purple"",""Brown"",""Yellow""],""first_choice"":""Toy trucks"",""second_choice"":""Toy kitchen sets""}",2024-07-27 00:00:00.000
747,741,"{""colors"":[""Brown"",""Purple"",""Blue"",""White""],""first_choice"":""Dollhouses"",""second_choice"":""Toy musical instruments""}",2024-05-08 00:00:00.000
748,125,"{""colors"":[""Blue"",""Red"",""Pink"",""Black""],""first_choice"":""Play-Doh"",""second_choice"":""Barbie dolls""}",2024-10-26 00:00:00.000
749,78,"{""colors"":[""Blue""],""first_choice"":""Toy trucks"",""second_choice"":""Jump ropes""}",2024-05-20 00:00:00.000
750,902,"{""colors"":[""Yellow"",""Purple"",""Red""],""first_choice"":""Hula hoops"",""second_choice"":""Yo-yos""}",2024-11-21 00:00:00.000
751,436,"{""colors"":[""Red"",""Blue"",""Pink"",""Pink"",""Black""],""first_choice"":""Building blocks"",""second_choice"":""Remote control cars""}",2024-08-15 00:00:00.000
752,51,"{""colors"":[""White"",""Purple"",""Orange"",""White"",""Blue""],""first_choice"":""Toy musical instruments"",""second_choice"":""Toy trains""}",2024-01-16 00:00:00.000
753,812,"{""colors"":[""Purple""],""first_choice"":""Toy musical instruments"",""second_choice"":""Teddy bears""}",2024-05-16 00:00:00.000
754,183,"{""colors"":[""Pink"",""Red"",""Green""],""first_choice"":""Stuffed animals"",""second_choice"":""Building blocks""}",2024-10-26 00:00:00.000
755,478,"{""colors"":[""Yellow"",""Pink"",""Brown"",""Green"",""Orange""],""first_choice"":""Jump ropes"",""second_choice"":""Rubiks cubes""}",2024-04-18 00:00:00.000
756,278,"{""colors"":[""Green"",""Blue""],""first_choice"":""Jump ropes"",""second_choice"":""Action figures""}",2024-01-02 00:00:00.000
757,797,"{""colors"":[""Green""],""first_choice"":""Building sets"",""second_choice"":""Building blocks""}",2024-06-25 00:00:00.000
758,362,"{""colors"":[""Orange"",""White"",""Orange""],""first_choice"":""Board games"",""second_choice"":""Barbie dolls""}",2024-12-04 00:00:00.000
759,620,"{""colors"":[""Brown"",""Brown"",""Red"",""Purple"",""Red""],""first_choice"":""Building sets"",""second_choice"":""Play-Doh""}",2024-01-14 00:00:00.000
760,440,"{""colors"":[""Purple"",""Purple""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Hula hoops""}",2024-05-21 00:00:00.000
761,441,"{""colors"":[""Red"",""Purple"",""Blue""],""first_choice"":""Play-Doh"",""second_choice"":""Building sets""}",2024-08-04 00:00:00.000
762,731,"{""colors"":[""Pink"",""Pink"",""Brown""],""first_choice"":""Building sets"",""second_choice"":""Yo-yos""}",2024-03-15 00:00:00.000
763,929,"{""colors"":[""Purple"",""Pink""],""first_choice"":""Stuffed animals"",""second_choice"":""Barbie dolls""}",2024-09-26 00:00:00.000
764,357,"{""colors"":[""Pink"",""White"",""Purple""],""first_choice"":""LEGO blocks"",""second_choice"":""Yo-yos""}",2024-09-14 00:00:00.000
765,873,"{""colors"":[""Orange""],""first_choice"":""Building blocks"",""second_choice"":""Toy trains""}",2024-11-15 00:00:00.000
766,942,"{""colors"":[""Orange"",""Green"",""Blue"",""Purple""],""first_choice"":""Dollhouses"",""second_choice"":""Toy trucks""}",2024-01-13 00:00:00.000
767,83,"{""colors"":[""Blue"",""Red"",""Pink"",""Orange"",""White""],""first_choice"":""LEGO blocks"",""second_choice"":""Jigsaw puzzles""}",2024-03-30 00:00:00.000
768,12,"{""colors"":[""Brown"",""Red"",""Brown"",""Orange"",""Yellow""],""first_choice"":""Building sets"",""second_choice"":""Toy musical instruments""}",2024-01-30 00:00:00.000
769,874,"{""colors"":[""Red"",""Green"",""White"",""Green""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Remote control cars""}",2024-11-18 00:00:00.000
770,963,"{""colors"":[""Brown"",""Blue"",""Blue"",""Brown"",""Orange""],""first_choice"":""Jump ropes"",""second_choice"":""Action figures""}",2024-04-05 00:00:00.000
771,414,"{""colors"":[""Purple"",""Brown"",""Black"",""White""],""first_choice"":""Teddy bears"",""second_choice"":""Rubiks cubes""}",2024-03-16 00:00:00.000
772,189,"{""colors"":[""Black"",""Blue"",""Green"",""Red"",""Purple""],""first_choice"":""Building blocks"",""second_choice"":""Jigsaw puzzles""}",2024-02-05 00:00:00.000
773,521,"{""colors"":[""Orange"",""Purple"",""Green""],""first_choice"":""Yo-yos"",""second_choice"":""Remote control cars""}",2024-07-08 00:00:00.000
774,273,"{""colors"":[""Yellow"",""White""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Toy trains""}",2024-03-07 00:00:00.000
775,874,"{""colors"":[""Green"",""Blue"",""Pink"",""White""],""first_choice"":""Jump ropes"",""second_choice"":""Dollhouses""}",2024-05-09 00:00:00.000
776,469,"{""colors"":[""Blue"",""Purple"",""Orange""],""first_choice"":""Dollhouses"",""second_choice"":""Toy trains""}",2024-02-20 00:00:00.000
777,356,"{""colors"":[""Brown"",""Orange""],""first_choice"":""LEGO blocks"",""second_choice"":""Play-Doh""}",2024-07-05 00:00:00.000
778,968,"{""colors"":[""White"",""Brown""],""first_choice"":""Toy trucks"",""second_choice"":""Stuffed animals""}",2024-12-09 00:00:00.000
779,667,"{""colors"":[""White"",""Orange"",""White"",""White"",""White""],""first_choice"":""Dollhouses"",""second_choice"":""Barbie dolls""}",2024-07-05 00:00:00.000
780,117,"{""colors"":[""Yellow"",""Green"",""Blue"",""Yellow"",""Purple""],""first_choice"":""Jump ropes"",""second_choice"":""Rubiks cubes""}",2024-08-02 00:00:00.000
781,910,"{""colors"":[""Yellow"",""Red""],""first_choice"":""Building blocks"",""second_choice"":""Play-Doh""}",2024-09-05 00:00:00.000
782,90,"{""colors"":[""White"",""White"",""Purple""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Dollhouses""}",2024-05-28 00:00:00.000
783,425,"{""colors"":[""Black"",""Brown"",""Yellow""],""first_choice"":""Teddy bears"",""second_choice"":""Stuffed animals""}",2024-06-25 00:00:00.000
784,1,"{""colors"":[""Green"",""Blue"",""Orange"",""Red"",""Red""],""first_choice"":""Building blocks"",""second_choice"":""Barbie dolls""}",2024-10-22 00:00:00.000
785,6,"{""colors"":[""Black"",""Orange"",""Orange"",""Black""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Stuffed animals""}",2024-01-16 00:00:00.000
786,152,"{""colors"":[""Red"",""Blue"",""Blue"",""Blue""],""first_choice"":""Stuffed animals"",""second_choice"":""Toy trains""}",2024-05-04 00:00:00.000
787,323,"{""colors"":[""Green"",""Green""],""first_choice"":""Building blocks"",""second_choice"":""Rubiks cubes""}",2024-08-14 00:00:00.000
788,907,"{""colors"":[""Red"",""Red"",""Pink""],""first_choice"":""Teddy bears"",""second_choice"":""Play-Doh""}",2024-01-05 00:00:00.000
789,96,"{""colors"":[""Brown""],""first_choice"":""Toy trucks"",""second_choice"":""Stuffed animals""}",2024-08-10 00:00:00.000
790,44,"{""colors"":[""White"",""Pink""],""first_choice"":""Hula hoops"",""second_choice"":""LEGO blocks""}",2024-09-03 00:00:00.000
791,650,"{""colors"":[""Yellow""],""first_choice"":""Toy musical instruments"",""second_choice"":""Jump ropes""}",2024-11-09 00:00:00.000
792,9,"{""colors"":[""Brown""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Toy trucks""}",2024-02-09 00:00:00.000
793,80,"{""colors"":[""Blue"",""Purple"",""Brown"",""Green"",""Pink""],""first_choice"":""Toy trains"",""second_choice"":""Building sets""}",2024-08-31 00:00:00.000
794,276,"{""colors"":[""Yellow""],""first_choice"":""Board games"",""second_choice"":""Hula hoops""}",2024-11-02 00:00:00.000
795,644,"{""colors"":[""Black""],""first_choice"":""Rubiks cubes"",""second_choice"":""Stuffed animals""}",2024-11-05 00:00:00.000
796,876,"{""colors"":[""Green"",""Brown"",""Blue""],""first_choice"":""Jump ropes"",""second_choice"":""Toy trucks""}",2024-05-29 00:00:00.000
797,64,"{""colors"":[""Brown"",""Pink"",""Black""],""first_choice"":""Building blocks"",""second_choice"":""Yo-yos""}",2024-02-04 00:00:00.000
798,539,"{""colors"":[""Pink""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Teddy bears""}",2024-04-24 00:00:00.000
799,753,"{""colors"":[""Red""],""first_choice"":""Toy trucks"",""second_choice"":""Rubiks cubes""}",2024-07-12 00:00:00.000
800,664,"{""colors"":[""Orange"",""Black""],""first_choice"":""Toy musical instruments"",""second_choice"":""Yo-yos""}",2024-01-15 00:00:00.000
801,862,"{""colors"":[""Pink"",""Red""],""first_choice"":""Toy trains"",""second_choice"":""Toy musical instruments""}",2024-09-14 00:00:00.000
802,782,"{""colors"":[""Red"",""White""],""first_choice"":""Stuffed animals"",""second_choice"":""Barbie dolls""}",2024-07-08 00:00:00.000
803,595,"{""colors"":[""Blue""],""first_choice"":""Play-Doh"",""second_choice"":""Toy kitchen sets""}",2024-11-04 00:00:00.000
804,943,"{""colors"":[""Black""],""first_choice"":""Teddy bears"",""second_choice"":""Toy musical instruments""}",2024-12-05 00:00:00.000
805,88,"{""colors"":[""Yellow"",""Blue"",""Purple"",""Black""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Board games""}",2024-02-10 00:00:00.000
806,600,"{""colors"":[""Orange"",""Yellow"",""Blue"",""Black"",""White""],""first_choice"":""Building blocks"",""second_choice"":""Jump ropes""}",2024-11-15 00:00:00.000
807,856,"{""colors"":[""Green"",""Purple""],""first_choice"":""LEGO blocks"",""second_choice"":""Remote control cars""}",2024-03-04 00:00:00.000
808,387,"{""colors"":[""Blue"",""Purple""],""first_choice"":""Building sets"",""second_choice"":""Action figures""}",2024-05-11 00:00:00.000
809,619,"{""colors"":[""White"",""Pink"",""Yellow"",""Yellow"",""Red""],""first_choice"":""Toy trucks"",""second_choice"":""Jigsaw puzzles""}",2024-01-13 00:00:00.000
810,562,"{""colors"":[""Purple"",""Black""],""first_choice"":""Teddy bears"",""second_choice"":""Toy kitchen sets""}",2024-04-23 00:00:00.000
811,332,"{""colors"":[""Purple"",""Blue"",""Yellow""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Action figures""}",2024-01-30 00:00:00.000
812,168,"{""colors"":[""Orange"",""Black"",""Purple"",""Red""],""first_choice"":""Rubiks cubes"",""second_choice"":""Building sets""}",2024-08-09 00:00:00.000
813,312,"{""colors"":[""Purple"",""Blue""],""first_choice"":""Teddy bears"",""second_choice"":""Play-Doh""}",2024-12-17 00:00:00.000
814,316,"{""colors"":[""Blue"",""Green"",""Yellow"",""White""],""first_choice"":""Rubiks cubes"",""second_choice"":""Toy trains""}",2024-10-02 00:00:00.000
815,566,"{""colors"":[""Red"",""Red"",""White"",""Blue"",""Green""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Stuffed animals""}",2024-11-10 00:00:00.000
816,872,"{""colors"":[""Purple""],""first_choice"":""Rubiks cubes"",""second_choice"":""Jump ropes""}",2024-10-29 00:00:00.000
817,202,"{""colors"":[""Yellow"",""Black"",""Brown"",""White""],""first_choice"":""Play-Doh"",""second_choice"":""Jigsaw puzzles""}",2024-08-05 00:00:00.000
818,719,"{""colors"":[""White"",""Black""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""LEGO blocks""}",2024-08-03 00:00:00.000
819,911,"{""colors"":[""Green""],""first_choice"":""Rubiks cubes"",""second_choice"":""Remote control cars""}",2024-08-06 00:00:00.000
820,961,"{""colors"":[""Orange"",""Yellow"",""Green"",""Yellow"",""Green""],""first_choice"":""Toy musical instruments"",""second_choice"":""Barbie dolls""}",2024-02-04 00:00:00.000
821,668,"{""colors"":[""Pink"",""Yellow"",""Blue"",""White""],""first_choice"":""Action figures"",""second_choice"":""Jump ropes""}",2024-08-27 00:00:00.000
822,1,"{""colors"":[""Purple"",""Yellow"",""Blue"",""Blue""],""first_choice"":""Building sets"",""second_choice"":""LEGO blocks""}",2024-01-03 00:00:00.000
823,572,"{""colors"":[""Red"",""Green"",""Yellow"",""Green"",""Green""],""first_choice"":""Building blocks"",""second_choice"":""Dollhouses""}",2024-02-14 00:00:00.000
824,143,"{""colors"":[""Blue"",""Yellow"",""Yellow"",""Pink""],""first_choice"":""Board games"",""second_choice"":""LEGO blocks""}",2024-01-15 00:00:00.000
825,821,"{""colors"":[""Brown""],""first_choice"":""Hula hoops"",""second_choice"":""Board games""}",2024-07-19 00:00:00.000
826,666,"{""colors"":[""Brown"",""Orange"",""Purple""],""first_choice"":""Yo-yos"",""second_choice"":""Toy kitchen sets""}",2024-02-12 00:00:00.000
827,165,"{""colors"":[""Red"",""Black"",""Brown"",""Black""],""first_choice"":""Toy trucks"",""second_choice"":""Stuffed animals""}",2024-01-31 00:00:00.000
828,906,"{""colors"":[""Brown"",""Purple"",""Brown""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Action figures""}",2024-04-10 00:00:00.000
829,83,"{""colors"":[""Yellow"",""White"",""Brown""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Toy kitchen sets""}",2024-05-12 00:00:00.000
830,582,"{""colors"":[""Red"",""Purple"",""Yellow"",""Pink""],""first_choice"":""Building sets"",""second_choice"":""LEGO blocks""}",2024-02-01 00:00:00.000
831,740,"{""colors"":[""Green"",""Green"",""White"",""Green"",""Yellow""],""first_choice"":""Hula hoops"",""second_choice"":""Board games""}",2024-04-01 00:00:00.000
832,228,"{""colors"":[""Orange"",""Red""],""first_choice"":""Building blocks"",""second_choice"":""Toy musical instruments""}",2024-10-11 00:00:00.000
833,179,"{""colors"":[""Green""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Toy kitchen sets""}",2024-01-02 00:00:00.000
834,991,"{""colors"":[""Orange"",""Brown"",""Red"",""Red"",""Green""],""first_choice"":""Building sets"",""second_choice"":""Remote control cars""}",2024-07-02 00:00:00.000
835,525,"{""colors"":[""White"",""White"",""Red"",""Red""],""first_choice"":""Stuffed animals"",""second_choice"":""Teddy bears""}",2024-09-08 00:00:00.000
836,251,"{""colors"":[""Brown"",""Brown"",""White"",""White""],""first_choice"":""Remote control cars"",""second_choice"":""Hula hoops""}",2024-05-08 00:00:00.000
837,751,"{""colors"":[""White""],""first_choice"":""Toy musical instruments"",""second_choice"":""Stuffed animals""}",2024-11-15 00:00:00.000
838,208,"{""colors"":[""Red"",""Brown"",""Red"",""Red""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Board games""}",2024-11-13 00:00:00.000
839,304,"{""colors"":[""Red"",""Pink"",""Yellow"",""Blue"",""Orange""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Jump ropes""}",2024-03-04 00:00:00.000
840,606,"{""colors"":[""Purple"",""Orange"",""Red"",""Yellow""],""first_choice"":""Building blocks"",""second_choice"":""Play-Doh""}",2024-07-27 00:00:00.000
841,783,"{""colors"":[""Yellow"",""White"",""Brown"",""Black""],""first_choice"":""Board games"",""second_choice"":""Barbie dolls""}",2024-01-19 00:00:00.000
842,790,"{""colors"":[""Blue"",""Red"",""Yellow""],""first_choice"":""Yo-yos"",""second_choice"":""Barbie dolls""}",2024-01-08 00:00:00.000
843,179,"{""colors"":[""Green"",""Green"",""Orange"",""Purple""],""first_choice"":""Hula hoops"",""second_choice"":""Toy kitchen sets""}",2024-01-29 00:00:00.000
844,629,"{""colors"":[""Orange"",""Pink"",""Orange""],""first_choice"":""Stuffed animals"",""second_choice"":""Toy musical instruments""}",2024-05-14 00:00:00.000
845,84,"{""colors"":[""Blue"",""Purple"",""Brown""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Hula hoops""}",2024-07-28 00:00:00.000
846,314,"{""colors"":[""Black"",""White"",""Orange"",""Black""],""first_choice"":""LEGO blocks"",""second_choice"":""Stuffed animals""}",2024-05-11 00:00:00.000
847,784,"{""colors"":[""Brown"",""Black""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Building blocks""}",2024-12-20 00:00:00.000
848,850,"{""colors"":[""Blue"",""Brown"",""Orange""],""first_choice"":""LEGO blocks"",""second_choice"":""Action figures""}",2024-09-22 00:00:00.000
849,231,"{""colors"":[""Pink"",""Blue""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Stuffed animals""}",2024-02-27 00:00:00.000
850,312,"{""colors"":[""Green"",""Purple"",""Orange"",""Red""],""first_choice"":""Toy kitchen sets"",""second_choice"":""LEGO blocks""}",2024-08-27 00:00:00.000
851,313,"{""colors"":[""Purple"",""Yellow""],""first_choice"":""Building sets"",""second_choice"":""Jump ropes""}",2024-08-16 00:00:00.000
852,324,"{""colors"":[""Green"",""Orange""],""first_choice"":""Jump ropes"",""second_choice"":""Teddy bears""}",2024-02-25 00:00:00.000
853,149,"{""colors"":[""Orange"",""Yellow"",""Orange"",""Brown"",""Brown""],""first_choice"":""Play-Doh"",""second_choice"":""Jump ropes""}",2024-05-26 00:00:00.000
854,70,"{""colors"":[""Yellow""],""first_choice"":""Toy musical instruments"",""second_choice"":""Stuffed animals""}",2024-07-01 00:00:00.000
855,318,"{""colors"":[""Blue"",""Pink""],""first_choice"":""Building sets"",""second_choice"":""Building sets""}",2024-03-08 00:00:00.000
856,571,"{""colors"":[""Blue""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Board games""}",2024-05-08 00:00:00.000
857,223,"{""colors"":[""Pink"",""Green"",""Blue"",""Green"",""Purple""],""first_choice"":""LEGO blocks"",""second_choice"":""Yo-yos""}",2024-10-28 00:00:00.000
858,245,"{""colors"":[""Red"",""Green"",""Orange"",""Green""],""first_choice"":""Toy trucks"",""second_choice"":""Jigsaw puzzles""}",2024-01-07 00:00:00.000
859,139,"{""colors"":[""Red"",""Green""],""first_choice"":""Rubiks cubes"",""second_choice"":""LEGO blocks""}",2024-12-16 00:00:00.000
860,754,"{""colors"":[""Orange"",""Pink"",""Orange"",""Purple"",""Orange""],""first_choice"":""Building sets"",""second_choice"":""Stuffed animals""}",2024-02-15 00:00:00.000
861,757,"{""colors"":[""Black"",""Pink"",""White"",""Brown""],""first_choice"":""Building sets"",""second_choice"":""Teddy bears""}",2024-04-14 00:00:00.000
862,251,"{""colors"":[""Yellow"",""Brown"",""Brown"",""Red"",""Red""],""first_choice"":""Play-Doh"",""second_choice"":""Jigsaw puzzles""}",2024-09-27 00:00:00.000
863,67,"{""colors"":[""Orange""],""first_choice"":""Hula hoops"",""second_choice"":""Toy kitchen sets""}",2024-09-16 00:00:00.000
864,740,"{""colors"":[""Green"",""Green"",""Orange""],""first_choice"":""Dollhouses"",""second_choice"":""Jump ropes""}",2024-02-27 00:00:00.000
865,337,"{""colors"":[""Green"",""Brown""],""first_choice"":""Building blocks"",""second_choice"":""Board games""}",2024-06-04 00:00:00.000
866,500,"{""colors"":[""Purple"",""White"",""Brown""],""first_choice"":""Play-Doh"",""second_choice"":""LEGO blocks""}",2024-11-05 00:00:00.000
867,639,"{""colors"":[""Yellow"",""Brown"",""Black"",""Green""],""first_choice"":""Yo-yos"",""second_choice"":""Board games""}",2024-11-26 00:00:00.000
868,280,"{""colors"":[""Green"",""Black"",""Green"",""White"",""Red""],""first_choice"":""Toy musical instruments"",""second_choice"":""Toy kitchen sets""}",2024-04-12 00:00:00.000
869,670,"{""colors"":[""Brown""],""first_choice"":""Toy trucks"",""second_choice"":""Building sets""}",2024-08-16 00:00:00.000
870,215,"{""colors"":[""Red"",""Purple"",""Purple""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Building sets""}",2024-03-17 00:00:00.000
871,715,"{""colors"":[""Red"",""Pink"",""Green"",""Pink"",""Blue""],""first_choice"":""Play-Doh"",""second_choice"":""Jigsaw puzzles""}",2024-03-15 00:00:00.000
872,864,"{""colors"":[""Yellow"",""Black"",""Pink"",""Black"",""Brown""],""first_choice"":""Teddy bears"",""second_choice"":""Rubiks cubes""}",2024-04-19 00:00:00.000
873,703,"{""colors"":[""Pink"",""Pink""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Jump ropes""}",2024-01-17 00:00:00.000
874,496,"{""colors"":[""Blue"",""Blue""],""first_choice"":""Toy musical instruments"",""second_choice"":""Jigsaw puzzles""}",2024-06-03 00:00:00.000
875,314,"{""colors"":[""Orange"",""White"",""Purple"",""Yellow""],""first_choice"":""Toy musical instruments"",""second_choice"":""Building sets""}",2024-08-27 00:00:00.000
876,960,"{""colors"":[""Green"",""Purple""],""first_choice"":""Toy musical instruments"",""second_choice"":""Jigsaw puzzles""}",2024-06-17 00:00:00.000
877,161,"{""colors"":[""Pink"",""Green"",""Purple"",""Red""],""first_choice"":""Barbie dolls"",""second_choice"":""Rubiks cubes""}",2024-09-08 00:00:00.000
878,361,"{""colors"":[""Brown""],""first_choice"":""LEGO blocks"",""second_choice"":""Toy trucks""}",2024-05-02 00:00:00.000
879,167,"{""colors"":[""Blue"",""Blue""],""first_choice"":""Toy musical instruments"",""second_choice"":""Toy kitchen sets""}",2024-03-17 00:00:00.000
880,289,"{""colors"":[""Black"",""Green"",""Blue""],""first_choice"":""Play-Doh"",""second_choice"":""Jigsaw puzzles""}",2024-05-06 00:00:00.000
881,390,"{""colors"":[""Pink"",""Purple"",""White"",""Red"",""Brown""],""first_choice"":""LEGO blocks"",""second_choice"":""LEGO blocks""}",2024-10-19 00:00:00.000
882,143,"{""colors"":[""Green""],""first_choice"":""Toy trucks"",""second_choice"":""LEGO blocks""}",2024-07-26 00:00:00.000
883,139,"{""colors"":[""Blue"",""Pink"",""Purple"",""Green""],""first_choice"":""Hula hoops"",""second_choice"":""Yo-yos""}",2024-02-12 00:00:00.000
884,21,"{""colors"":[""Yellow""],""first_choice"":""Building sets"",""second_choice"":""Play-Doh""}",2024-11-03 00:00:00.000
885,301,"{""colors"":[""Green"",""Blue""],""first_choice"":""Teddy bears"",""second_choice"":""Building blocks""}",2024-12-06 00:00:00.000
886,256,"{""colors"":[""Yellow"",""White"",""White"",""Purple""],""first_choice"":""Toy trucks"",""second_choice"":""Teddy bears""}",2024-01-15 00:00:00.000
887,794,"{""colors"":[""Yellow"",""Red"",""Pink""],""first_choice"":""Yo-yos"",""second_choice"":""Jigsaw puzzles""}",2024-04-09 00:00:00.000
888,250,"{""colors"":[""Brown"",""White""],""first_choice"":""Hula hoops"",""second_choice"":""Building sets""}",2024-02-05 00:00:00.000
889,855,"{""colors"":[""Red"",""Green""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""LEGO blocks""}",2024-08-27 00:00:00.000
890,290,"{""colors"":[""Orange""],""first_choice"":""Stuffed animals"",""second_choice"":""Toy trains""}",2024-02-06 00:00:00.000
891,731,"{""colors"":[""Blue"",""Black"",""Orange"",""Blue""],""first_choice"":""Dollhouses"",""second_choice"":""Teddy bears""}",2024-02-22 00:00:00.000
892,483,"{""colors"":[""Brown"",""Red"",""Orange"",""Orange"",""Brown""],""first_choice"":""Dollhouses"",""second_choice"":""Rubiks cubes""}",2024-12-15 00:00:00.000
893,760,"{""colors"":[""Green"",""Red"",""Purple""],""first_choice"":""Toy musical instruments"",""second_choice"":""Yo-yos""}",2024-04-10 00:00:00.000
894,171,"{""colors"":[""Brown""],""first_choice"":""LEGO blocks"",""second_choice"":""Jigsaw puzzles""}",2024-03-11 00:00:00.000
895,340,"{""colors"":[""White"",""Black"",""White"",""Black""],""first_choice"":""Building blocks"",""second_choice"":""Toy kitchen sets""}",2024-02-12 00:00:00.000
896,5,"{""colors"":[""Green"",""White"",""White"",""Green""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Toy kitchen sets""}",2024-04-30 00:00:00.000
897,986,"{""colors"":[""Brown""],""first_choice"":""Remote control cars"",""second_choice"":""Dollhouses""}",2024-01-30 00:00:00.000
898,908,"{""colors"":[""Red""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Toy trains""}",2024-06-20 00:00:00.000
899,750,"{""colors"":[""Red"",""Pink"",""Brown""],""first_choice"":""Yo-yos"",""second_choice"":""Barbie dolls""}",2024-11-28 00:00:00.000
900,896,"{""colors"":[""Brown"",""Green"",""Blue""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Toy trains""}",2024-05-21 00:00:00.000
901,317,"{""colors"":[""Red"",""Orange""],""first_choice"":""Play-Doh"",""second_choice"":""Building blocks""}",2024-10-08 00:00:00.000
